Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD1468,18.0,2.0,2.0,7.0,1.0,10.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0
STUD1469,26.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0
STUD1470,25.0,3.0,2.0,3.0,1.0,7.0,1.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0
STUD1471,19.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
STUD1472,15.0,4.0,1.0,2.0,2.0,0.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,6.0,2.0
STUD1473,27.0,2.0,2.0,5.0,1.0,2.0,5.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0
STUD1474,14.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
STUD1475,25.0,4.0,3.0,7.0,2.0,8.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0
STUD1476,22.0,2.0,2.0,1.0,2.0,0.0,5.0,2.0,6.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0
STUD1477,15.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,2.0
STUD1478,13.0,2.0,3.0,4.0,2.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0
STUD1479,23.0,3.0,2.0,5.0,1.0,7.0,1.0,1.0,3.0,3.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0
STUD1480,23.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,7.0,2.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0
STUD1481,28.0,3.0,3.0,6.0,2.0,6.0,5.0,1.0,6.0,1.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0
STUD1482,17.0,1.0,1.0,7.0,1.0,8.0,4.0,2.0,7.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0
STUD1483,28.0,2.0,3.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0
STUD1484,25.0,2.0,1.0,3.0,1.0,6.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0
STUD1485,21.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,5.0,2.0
STUD1486,25.0,1.0,1.0,3.0,1.0,9.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0
STUD1487,22.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,6.0,2.0
STUD1488,18.0,3.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0
STUD1489,27.0,3.0,1.0,1.0,1.0,8.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0
STUD1490,21.0,1.0,3.0,1.0,2.0,8.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0
STUD1491,17.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,6.0,2.0
STUD1492,20.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,4.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0
STUD1493,23.0,1.0,1.0,4.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0
STUD1494,25.0,2.0,1.0,4.0,2.0,8.0,3.0,2.0,6.0,2.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0
STUD1495,21.0,3.0,1.0,2.0,2.0,6.0,1.0,2.0,3.0,2.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0,4.0,1.0
STUD1496,19.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0
STUD1497,12.0,4.0,1.0,7.0,2.0,5.0,3.0,2.0,7.0,3.0,4.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,1.0
STUD1498,21.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,5.0,1.0
STUD1499,25.0,4.0,2.0,7.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0
STUD1500,28.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,6.0,1.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0
STUD1501,18.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,6.0,2.0
STUD1502,15.0,1.0,1.0,6.0,2.0,2.0,5.0,2.0,5.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0
STUD1503,29.0,2.0,2.0,5.0,2.0,8.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0
STUD1504,21.0,4.0,1.0,2.0,2.0,9.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0
STUD1505,14.0,2.0,3.0,5.0,1.0,10.0,1.0,2.0,7.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,6.0,2.0
STUD1506,13.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,6.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0
STUD1507,19.0,4.0,2.0,6.0,1.0,5.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,2.0
STUD1508,17.0,1.0,2.0,4.0,2.0,2.0,5.0,2.0,6.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0
STUD1509,13.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,6.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,1.0
STUD1510,20.0,1.0,3.0,5.0,1.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0
STUD1511,24.0,2.0,1.0,5.0,1.0,5.0,5.0,2.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0
STUD1512,28.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0
STUD1513,14.0,4.0,1.0,4.0,2.0,6.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0
STUD1514,18.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0
STUD1515,28.0,4.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0
STUD1516,14.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0
STUD1517,25.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,7.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0
STUD1518,24.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0
STUD1519,22.0,2.0,3.0,4.0,1.0,10.0,2.0,2.0,3.0,3.0,4.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0
STUD1520,15.0,2.0,1.0,4.0,2.0,8.0,3.0,2.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,6.0,1.0
STUD1521,21.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0
STUD1522,25.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0
STUD1523,20.0,3.0,1.0,5.0,2.0,8.0,3.0,1.0,6.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0
STUD1524,25.0,1.0,3.0,7.0,1.0,6.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0
STUD1525,21.0,2.0,3.0,4.0,2.0,5.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0
STUD1526,22.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0
STUD1527,19.0,4.0,2.0,2.0,2.0,0.0,4.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0
STUD1528,25.0,1.0,2.0,5.0,1.0,0.0,3.0,1.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,6.0,1.0
STUD1529,25.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,6.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,1.0,6.0,1.0
STUD1530,16.0,1.0,3.0,6.0,1.0,9.0,4.0,1.0,6.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0
STUD1531,12.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0
STUD1532,14.0,4.0,2.0,7.0,2.0,2.0,4.0,1.0,6.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0
STUD1533,25.0,3.0,1.0,6.0,2.0,2.0,1.0,1.0,6.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0
STUD1534,14.0,4.0,2.0,6.0,1.0,1.0,5.0,1.0,7.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0
STUD1535,12.0,3.0,3.0,2.0,1.0,10.0,4.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0
STUD1536,22.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0
STUD1537,26.0,2.0,3.0,1.0,2.0,8.0,3.0,2.0,6.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0
STUD1538,20.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0
STUD1539,16.0,1.0,2.0,4.0,2.0,6.0,2.0,2.0,7.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0
STUD1540,27.0,3.0,3.0,6.0,1.0,9.0,4.0,1.0,7.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0
STUD1541,25.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0
STUD1542,13.0,1.0,3.0,4.0,2.0,6.0,2.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0
STUD1543,25.0,3.0,1.0,7.0,1.0,3.0,3.0,2.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,6.0,1.0
STUD1544,16.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,5.0,2.0
STUD1545,13.0,2.0,2.0,2.0,2.0,8.0,3.0,1.0,6.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0
STUD1546,25.0,4.0,3.0,2.0,2.0,0.0,1.0,2.0,6.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0
STUD1547,14.0,1.0,2.0,7.0,1.0,3.0,2.0,1.0,7.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,6.0,1.0
STUD1548,21.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,7.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0
STUD1549,21.0,4.0,3.0,5.0,2.0,5.0,5.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,1.0,6.0,1.0
STUD1550,16.0,1.0,2.0,4.0,2.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,1.0
STUD1551,19.0,1.0,1.0,7.0,2.0,6.0,5.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0
STUD1552,30.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0
STUD1553,30.0,2.0,3.0,2.0,2.0,8.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,6.0,1.0
STUD1554,21.0,2.0,1.0,4.0,1.0,8.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0
STUD1555,30.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
STUD1556,22.0,4.0,1.0,7.0,2.0,8.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0
STUD1557,17.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0
STUD1558,21.0,2.0,2.0,6.0,2.0,1.0,4.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0
STUD1559,25.0,3.0,2.0,4.0,1.0,6.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,6.0,1.0
STUD1560,17.0,4.0,1.0,4.0,1.0,7.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0
STUD1561,12.0,1.0,1.0,5.0,1.0,6.0,4.0,2.0,6.0,1.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0
STUD1562,15.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0
STUD1563,17.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,6.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0
STUD1564,23.0,3.0,2.0,6.0,1.0,0.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0
STUD1565,24.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0
STUD1566,23.0,3.0,1.0,6.0,2.0,9.0,4.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0
STUD1567,21.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,6.0,2.0,5.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0
STUD1568,25.0,2.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0
STUD1569,23.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0
STUD1570,23.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
STUD1571,18.0,2.0,1.0,7.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0
STUD1572,18.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0
STUD1573,12.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0
STUD1574,14.0,2.0,3.0,6.0,1.0,4.0,5.0,1.0,5.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,6.0,1.0
STUD1575,17.0,3.0,2.0,4.0,2.0,9.0,5.0,1.0,7.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0
STUD1576,14.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0
STUD1577,17.0,3.0,1.0,6.0,2.0,10.0,3.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
STUD1578,21.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0
STUD1579,25.0,1.0,3.0,4.0,1.0,7.0,5.0,1.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,5.0,2.0
STUD1580,23.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0
STUD1581,24.0,4.0,2.0,6.0,2.0,0.0,3.0,1.0,5.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,2.0
STUD1582,25.0,3.0,3.0,6.0,2.0,10.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0
STUD1583,14.0,3.0,3.0,6.0,1.0,0.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0
STUD1584,14.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0
STUD1585,15.0,3.0,2.0,7.0,2.0,6.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0
STUD1586,21.0,4.0,3.0,5.0,1.0,9.0,3.0,1.0,1.0,3.0,4.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,2.0
STUD1587,28.0,2.0,3.0,5.0,2.0,0.0,5.0,2.0,3.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
STUD1588,29.0,2.0,1.0,6.0,2.0,3.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0
STUD1589,15.0,1.0,3.0,4.0,2.0,7.0,4.0,2.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0
STUD1590,25.0,4.0,3.0,3.0,1.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0
STUD1591,13.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0
STUD1592,21.0,2.0,1.0,2.0,2.0,5.0,4.0,1.0,7.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
STUD1593,19.0,2.0,2.0,3.0,1.0,8.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
STUD1594,30.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
STUD1595,26.0,2.0,2.0,4.0,1.0,8.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
STUD1596,19.0,4.0,1.0,4.0,1.0,9.0,3.0,1.0,7.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0
STUD1597,22.0,2.0,2.0,4.0,1.0,6.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0
STUD1598,26.0,2.0,1.0,7.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0
STUD1599,28.0,3.0,2.0,2.0,1.0,7.0,3.0,2.0,4.0,3.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,6.0,2.0
STUD1600,28.0,1.0,2.0,4.0,1.0,9.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0
STUD1601,27.0,4.0,3.0,7.0,1.0,2.0,3.0,2.0,7.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0
STUD1602,26.0,1.0,2.0,4.0,2.0,5.0,5.0,1.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0
STUD1603,26.0,4.0,1.0,7.0,2.0,0.0,3.0,2.0,7.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0
STUD1604,30.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,6.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,6.0,1.0
STUD1605,21.0,4.0,2.0,7.0,2.0,7.0,2.0,1.0,4.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0
STUD1606,15.0,1.0,1.0,5.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,2.0
STUD1607,13.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
STUD1608,19.0,3.0,1.0,2.0,1.0,7.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0
STUD1609,29.0,1.0,3.0,4.0,2.0,7.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0
STUD1610,14.0,3.0,3.0,7.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,5.0,2.0
STUD1611,24.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,7.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
STUD1612,12.0,4.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0
STUD1613,28.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,1.0
STUD1614,26.0,3.0,1.0,3.0,1.0,5.0,3.0,2.0,5.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0
STUD1615,16.0,4.0,2.0,7.0,1.0,8.0,5.0,2.0,4.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0
STUD1616,23.0,4.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0
STUD1617,28.0,1.0,1.0,7.0,2.0,3.0,2.0,2.0,7.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0
STUD1618,26.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,2.0
STUD1619,22.0,1.0,3.0,7.0,1.0,6.0,5.0,1.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0
STUD1620,19.0,2.0,2.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,6.0,2.0
STUD1621,17.0,4.0,1.0,7.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0
STUD1622,30.0,1.0,3.0,1.0,1.0,6.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,4.0,2.0
STUD1623,21.0,4.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0
STUD1624,21.0,1.0,3.0,1.0,2.0,6.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0
STUD1625,25.0,1.0,2.0,4.0,1.0,10.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,5.0,1.0
STUD1626,22.0,4.0,3.0,2.0,1.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0
STUD1627,12.0,2.0,3.0,7.0,2.0,0.0,3.0,1.0,7.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0
STUD1628,20.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
STUD1629,27.0,3.0,1.0,3.0,2.0,10.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,2.0
STUD1630,12.0,1.0,3.0,6.0,2.0,4.0,5.0,1.0,7.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,6.0,1.0
STUD1631,12.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0
STUD1632,18.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,7.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0
STUD1633,27.0,1.0,3.0,2.0,1.0,6.0,2.0,2.0,6.0,2.0,5.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0
STUD1634,14.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0
